multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad
1089,UW3932,2021-03-02,08:43,153.0,80,AV LIBERTADOR,R01,IMPAGA,73.0,69.0
1091,FVIOUHP,2022-05-08,14:40,142.0,80,AV LIBERTADOR,R01,APELADA,62.0,58.0
1094,TL03GOG,2022-01-07,14:40,113.0,60,RUTA 9,R01,PAGADA,53.0,50.0
1095,GE1466,2021-02-15,14:41,86.0,40,RUTA 9,R03,PAGADA,46.0,44.0
1101,6EVY261,2022-03-09,18:49,47.0,40,AV SIEMPRE VIVA,R01,APELADA,7.0,5.0
1102,FD1475,2023-06-12,09:49,140.0,80,RUTA 9,R02,ERROR,60.0,56.0
1105,W326AVE,2023-08-20,14:41,96.0,40,AV LIBERTADOR,,ERROR,56.0,54.0
1109,T0YDR,2023-11-04,14:41,90.0,80,AV LIBERTADOR,,ERROR,10.0,6.0
1117,BHRP770,2020-01-14,09:49,158.0,80,RUTA 9,,APELADA,78.0,74.0
1120,T0YDR,2020-09-28,18:50,68.0,40,AV LIBERTADOR,R03,IMPAGA,28.0,26.0
1125,3646HBH,2021-03-08,08:44,142.0,80,AV LIBERTADOR,,ERROR,62.0,58.0
1126,DK414N,2022-05-22,08:44,88.0,40,RUTA 9,R03,ERROR,48.0,46.0
1140,990XYK,2021-06-10,18:50,103.0,40,AV SIEMPRE VIVA,,PAGADA,63.0,61.0
1147,AI7OVF,2020-03-16,14:42,114.0,60,AV LIBERTADOR,R01,ERROR,54.0,51.0
1148,WU08YWC,2021-03-01,14:42,146.0,80,AV LIBERTADOR,R03,IMPAGA,66.0,62.0
1149,BB8986,2020-05-03,09:51,73.0,60,RUTA 9,,ERROR,13.0,10.0
1150,9999868,2023-12-29,08:45,123.0,80,AV LIBERTADOR,,PAGADA,43.0,39.0
1155,6NCE831,2023-11-18,08:45,140.0,80,RUTA 9,,IMPAGA,60.0,56.0
1162,6NCE831,2022-02-10,08:46,62.0,40,AV LIBERTADOR,R01,PAGADA,22.0,20.0
1164,AWS167,2020-02-03,08:46,85.0,40,RUTA 9,R01,IMPAGA,45.0,43.0
1165,409,2023-03-20,09:51,111.0,40,AV LIBERTADOR,R03,IMPAGA,71.0,69.0
1167,81ZFJD,2021-10-18,09:51,113.0,40,AV SIEMPRE VIVA,R02,IMPAGA,73.0,71.0
1173,2999961,2023-04-13,14:43,112.0,80,RUTA 9,,PAGADA,32.0,28.0
1176,409,2020-06-01,08:47,90.0,80,RUTA 9,R03,APELADA,10.0,6.0
1181,NHZ1002,2020-11-13,18:51,71.0,40,RUTA 9,R03,APELADA,31.0,29.0
1197,GOOGLE,2023-02-13,08:47,67.0,60,AV LIBERTADOR,R02,PAGADA,7.0,4.0
1208,6611172,2020-05-07,18:53,61.0,40,AV LIBERTADOR,R03,ERROR,21.0,19.0
1209,GN64OTP,2021-07-13,09:53,118.0,80,AV LIBERTADOR,R02,PAGADA,38.0,34.0
1211,WEFLYN,2022-11-22,09:53,105.0,40,AV SIEMPRE VIVA,,APELADA,65.0,63.0
1224,PIW4215,2023-08-04,14:44,134.0,80,AV SIEMPRE VIVA,,PAGADA,54.0,50.0
1226,XIIUME,2021-02-10,09:53,98.0,80,AV LIBERTADOR,,PAGADA,18.0,14.0
1230,GCP332,2020-06-08,09:54,111.0,40,AV LIBERTADOR,R01,IMPAGA,71.0,69.0
1231,BHRP770,2022-11-12,14:44,115.0,60,AV LIBERTADOR,R02,APELADA,55.0,52.0
1246,WEFLYN,2023-03-05,08:49,46.0,40,RUTA 9,R02,ERROR,6.0,4.0
1251,6EVY261,2023-01-05,14:45,133.0,60,AV SIEMPRE VIVA,,ERROR,73.0,70.0
1255,T0YDR,2020-12-01,09:54,139.0,60,AV LIBERTADOR,R03,APELADA,79.0,76.0
1257,J1S1,2023-08-09,08:50,60.0,40,AV LIBERTADOR,R01,IMPAGA,20.0,18.0
1258,AWS167,2020-11-05,09:55,107.0,40,AV SIEMPRE VIVA,R01,APELADA,67.0,65.0
1260,FD1475,2022-01-23,08:50,79.0,60,AV SIEMPRE VIVA,R02,IMPAGA,19.0,16.0
1263,M431ZW,2021-02-19,09:55,120.0,60,RUTA 9,R03,APELADA,60.0,57.0
1264,M431ZW,2021-09-19,08:50,132.0,60,AV LIBERTADOR,R01,ERROR,72.0,69.0
1266,990XYK,2022-05-24,18:55,109.0,40,RUTA 9,R01,PAGADA,69.0,67.0
1270,UW3932,2023-07-14,08:51,117.0,80,RUTA 9,R03,IMPAGA,37.0,33.0
1272,WU341A,2022-02-03,08:51,76.0,40,AV SIEMPRE VIVA,R02,ERROR,36.0,34.0
1277,DK414N,2022-10-01,14:46,103.0,80,AV SIEMPRE VIVA,,IMPAGA,23.0,19.0
1280,81ZFJD,2022-03-05,08:51,103.0,40,RUTA 9,,APELADA,63.0,61.0
1281,FVIOUHP,2021-12-23,09:56,113.0,80,AV LIBERTADOR,,IMPAGA,33.0,29.0
1284,5777770,2022-04-11,18:56,64.0,40,AV SIEMPRE VIVA,R02,IMPAGA,24.0,22.0
1286,NHZ1002,2020-05-20,08:52,79.0,40,AV SIEMPRE VIVA,R03,IMPAGA,39.0,37.0
1289,NHZ1002,2021-10-15,14:46,146.0,80,RUTA 9,R02,ERROR,66.0,62.0
1295,990XYK,2021-08-08,18:56,141.0,80,AV LIBERTADOR,,IMPAGA,61.0,57.0
1301,589222,2020-12-17,14:47,122.0,60,AV SIEMPRE VIVA,R02,PAGADA,62.0,59.0
1302,589222,2022-04-03,18:56,64.0,60,RUTA 9,R01,ERROR,4.0,1.0
1304,8B90638,2021-01-11,09:56,94.0,80,RUTA 9,R02,APELADA,14.0,10.0
1305,BM351,2020-08-12,08:53,81.0,40,AV LIBERTADOR,R02,PAGADA,41.0,39.0
1309,2999961,2023-12-05,14:47,122.0,60,AV LIBERTADOR,R01,PAGADA,62.0,59.0
1310,DK414N,2023-11-26,09:56,153.0,80,AV LIBERTADOR,R03,PAGADA,73.0,69.0
1315,831MDB,2022-06-12,08:54,76.0,60,AV LIBERTADOR,R02,ERROR,16.0,13.0
1316,GOOGLE,2023-12-10,09:56,79.0,40,AV SIEMPRE VIVA,,IMPAGA,39.0,37.0
1317,B81JKY,2023-08-27,08:54,96.0,60,AV LIBERTADOR,,IMPAGA,36.0,33.0
1318,GCP332,2023-02-09,09:56,125.0,80,AV LIBERTADOR,R03,APELADA,45.0,41.0
1326,VY90540,2022-09-24,18:57,145.0,80,AV LIBERTADOR,R03,APELADA,65.0,61.0
1328,W326AVE,2023-04-13,14:48,126.0,80,AV LIBERTADOR,R02,ERROR,46.0,42.0
1329,GOOGLE,2020-03-31,18:57,46.0,40,AV LIBERTADOR,R01,PAGADA,6.0,4.0
1330,VNK296GP,2020-05-12,08:54,107.0,80,RUTA 9,R01,APELADA,27.0,23.0
1332,UM96201,2021-03-27,18:57,91.0,60,AV LIBERTADOR,R02,APELADA,31.0,28.0
1336,NHZ1002,2023-08-22,09:57,96.0,40,AV LIBERTADOR,R01,ERROR,56.0,54.0
1337,MVU4688,2023-12-26,18:57,122.0,60,AV LIBERTADOR,R03,IMPAGA,62.0,59.0
1340,9999868,2021-03-22,08:55,128.0,80,AV SIEMPRE VIVA,R03,APELADA,48.0,44.0
1342,GLEN1E,2022-03-15,09:57,130.0,60,AV SIEMPRE VIVA,R01,ERROR,70.0,67.0
1346,CBMUK,2023-12-03,08:55,117.0,80,AV SIEMPRE VIVA,,IMPAGA,37.0,33.0
1348,NTHGLFT,2021-11-28,14:48,98.0,60,AV LIBERTADOR,,PAGADA,38.0,35.0
1349,GOOGLE,2023-12-31,18:58,49.0,40,RUTA 9,R02,PAGADA,9.0,7.0
1354,W326AVE,2021-11-01,14:48,117.0,60,RUTA 9,R03,IMPAGA,57.0,54.0
1359,0695DVH,2020-12-29,09:58,126.0,60,AV SIEMPRE VIVA,R03,PAGADA,66.0,63.0
1361,6NCE831,2022-04-10,08:55,75.0,60,AV LIBERTADOR,R01,IMPAGA,15.0,12.0
1368,VNK296GP,2022-02-01,08:56,68.0,60,AV LIBERTADOR,,IMPAGA,8.0,5.0
1369,J1S1,2023-07-29,18:59,98.0,80,AV SIEMPRE VIVA,R03,ERROR,18.0,14.0
1370,CBMUK,2023-01-25,09:58,112.0,80,AV SIEMPRE VIVA,R03,APELADA,32.0,28.0
1373,41RSTZ,2022-10-08,14:48,43.0,40,AV LIBERTADOR,R01,ERROR,3.0,1.0
1374,HAMSTUR,2020-12-11,08:56,107.0,80,RUTA 9,R02,ERROR,27.0,23.0
1379,HK06YMX,2020-02-04,14:49,91.0,60,RUTA 9,,PAGADA,31.0,28.0
1380,BM351,2021-03-08,08:56,90.0,80,RUTA 9,R01,PAGADA,10.0,6.0
1383,M20CPR,2020-05-18,19:00,99.0,60,AV LIBERTADOR,,APELADA,39.0,36.0
1387,6NCE831,2022-02-06,09:59,136.0,80,AV SIEMPRE VIVA,,PAGADA,56.0,52.0
1391,UM96201,2023-01-08,08:57,94.0,80,RUTA 9,R03,PAGADA,14.0,10.0
1394,41RSTZ,2022-06-02,08:57,137.0,80,AV LIBERTADOR,R01,ERROR,57.0,53.0
1396,CBMUK,2023-11-29,08:57,69.0,40,RUTA 9,R02,PAGADA,29.0,27.0
1398,TL03GOG,2023-03-15,14:50,86.0,60,RUTA 9,R01,IMPAGA,26.0,23.0
1401,DI2LOT,2020-11-14,19:00,98.0,80,AV LIBERTADOR,,APELADA,18.0,14.0
1412,GE1466,2022-07-11,14:51,117.0,60,AV SIEMPRE VIVA,R03,PAGADA,57.0,54.0
1414,HAMSTUR,2023-11-21,14:51,147.0,80,AV SIEMPRE VIVA,R02,IMPAGA,67.0,63.0
1416,FVIOUHP,2020-07-13,10:00,100.0,80,AV LIBERTADOR,R03,ERROR,20.0,16.0
1419,W326AVE,2020-01-28,10:00,72.0,40,RUTA 9,R02,APELADA,32.0,30.0
1420,6NCE831,2022-07-01,14:52,108.0,60,AV SIEMPRE VIVA,R03,PAGADA,48.0,45.0
1423,FD1475,2022-12-15,08:58,106.0,80,AV LIBERTADOR,,IMPAGA,26.0,22.0
1424,M431ZW,2023-09-11,19:01,96.0,80,AV SIEMPRE VIVA,R02,ERROR,16.0,12.0
1434,NTHGLFT,2022-04-23,19:02,122.0,60,AV LIBERTADOR,R01,PAGADA,62.0,59.0
1440,OUTSTDN,2020-08-04,19:02,115.0,60,AV LIBERTADOR,,PAGADA,55.0,52.0
1443,WU341A,2021-07-10,10:01,136.0,60,AV SIEMPRE VIVA,R01,APELADA,76.0,73.0
1449,CT5B876,2020-03-28,08:59,96.0,40,AV SIEMPRE VIVA,R02,PAGADA,56.0,54.0
1452,3646HBH,2022-09-15,08:59,154.0,80,RUTA 9,R02,ERROR,74.0,70.0
1453,409,2022-03-20,14:53,65.0,40,AV LIBERTADOR,R03,IMPAGA,25.0,23.0
1454,B81JKY,2020-09-18,14:54,110.0,40,AV LIBERTADOR,,IMPAGA,70.0,68.0
1458,VNK296GP,2023-12-21,19:03,99.0,60,AV LIBERTADOR,R01,PAGADA,39.0,36.0
1460,6611172,2022-11-11,19:03,126.0,80,RUTA 9,R01,ERROR,46.0,42.0
1463,MX60NZA,2022-07-08,14:54,73.0,40,AV SIEMPRE VIVA,R01,ERROR,33.0,31.0
1465,GLEN1E,2021-10-22,09:00,89.0,40,RUTA 9,R01,ERROR,49.0,47.0
1468,BHRP770,2021-02-09,09:00,95.0,80,AV SIEMPRE VIVA,R02,IMPAGA,15.0,11.0
1475,AI7OVF,2022-02-23,19:04,106.0,60,AV LIBERTADOR,,ERROR,46.0,43.0
1490,M20CPR,2020-07-01,14:55,93.0,80,RUTA 9,R01,IMPAGA,13.0,9.0
1491,UW3932,2021-11-14,09:02,118.0,60,AV SIEMPRE VIVA,R03,IMPAGA,58.0,55.0
1495,FVIOUHP,2021-07-03,10:02,119.0,60,AV SIEMPRE VIVA,R01,PAGADA,59.0,56.0
1499,NHZ1002,2023-05-29,10:02,56.0,40,RUTA 9,R01,APELADA,16.0,14.0
1500,NTHGLFT,2022-03-23,19:05,81.0,60,RUTA 9,R02,APELADA,21.0,18.0
1503,6611172,2022-02-23,14:55,92.0,40,AV LIBERTADOR,,PAGADA,52.0,50.0
1504,XIIUME,2020-03-18,09:02,100.0,80,AV LIBERTADOR,R02,ERROR,20.0,16.0
1505,990XYK,2023-04-03,10:03,117.0,40,RUTA 9,R01,APELADA,77.0,75.0
1513,NTHGLFT,2023-04-17,10:03,114.0,80,RUTA 9,R01,PAGADA,34.0,30.0
1514,GLEN1E,2022-09-03,10:03,137.0,80,RUTA 9,R02,ERROR,57.0,53.0
1516,MX60NZA,2021-05-20,14:56,99.0,60,AV SIEMPRE VIVA,R02,ERROR,39.0,36.0
1521,HAMSTUR,2022-09-12,09:02,94.0,40,AV SIEMPRE VIVA,R03,APELADA,54.0,52.0
1524,810TCH,2022-05-03,19:06,132.0,60,AV SIEMPRE VIVA,,ERROR,72.0,69.0
1526,TL03GOG,2020-03-08,10:04,133.0,80,AV LIBERTADOR,R02,PAGADA,53.0,49.0
1528,691XC80,2021-01-06,09:03,105.0,60,AV SIEMPRE VIVA,R01,IMPAGA,45.0,42.0
1530,3646HBH,2023-11-12,09:03,123.0,80,AV LIBERTADOR,,PAGADA,43.0,39.0
1535,HK06YMX,2021-07-05,10:04,128.0,60,RUTA 9,R01,ERROR,68.0,65.0
1538,409,2023-10-10,10:04,116.0,60,AV SIEMPRE VIVA,R03,ERROR,56.0,53.0
1541,TL03GOG,2020-06-07,19:06,75.0,40,AV SIEMPRE VIVA,R02,PAGADA,35.0,33.0
1559,831MDB,2020-06-20,09:03,89.0,40,AV SIEMPRE VIVA,R03,IMPAGA,49.0,47.0
1562,2999961,2023-02-13,09:04,80.0,40,AV SIEMPRE VIVA,R02,APELADA,40.0,38.0
1563,W326AVE,2023-10-27,10:06,153.0,80,RUTA 9,R01,PAGADA,73.0,69.0
1566,DI2LOT,2022-01-24,09:04,71.0,40,AV LIBERTADOR,R02,PAGADA,31.0,29.0
1570,VY90540,2023-05-20,14:58,58.0,40,RUTA 9,R01,APELADA,18.0,16.0
1572,YLO8WUE,2022-09-15,19:07,119.0,60,AV LIBERTADOR,R01,IMPAGA,59.0,56.0
1575,6611172,2020-01-18,09:05,92.0,40,RUTA 9,,IMPAGA,52.0,50.0
1588,MX60NZA,2020-02-10,19:07,94.0,40,AV SIEMPRE VIVA,R02,ERROR,54.0,52.0
1590,FD1475,2022-09-08,09:06,110.0,40,AV SIEMPRE VIVA,R03,PAGADA,70.0,68.0
1600,WU08YWC,2022-08-23,19:08,114.0,80,RUTA 9,,APELADA,34.0,30.0
1617,990XYK,2022-10-14,19:09,95.0,60,AV LIBERTADOR,,APELADA,35.0,32.0
1622,HF3461,2022-09-12,14:59,45.0,40,RUTA 9,R01,IMPAGA,5.0,3.0
1623,810TCH,2021-09-06,19:09,95.0,80,AV LIBERTADOR,R01,ERROR,15.0,11.0
1631,W326AVE,2021-06-23,14:59,90.0,40,AV SIEMPRE VIVA,R02,APELADA,50.0,48.0
1634,B81JKY,2022-01-10,10:09,123.0,60,AV SIEMPRE VIVA,R03,PAGADA,63.0,60.0
1636,0695DVH,2023-05-03,19:10,151.0,80,RUTA 9,R02,ERROR,71.0,67.0
1641,81ZFJD,2023-10-23,15:00,91.0,60,AV LIBERTADOR,R03,ERROR,31.0,28.0
1645,TL03GOG,2023-01-01,10:09,111.0,60,AV LIBERTADOR,R03,APELADA,51.0,48.0
1650,41RSTZ,2022-05-17,10:10,78.0,60,RUTA 9,R02,PAGADA,18.0,15.0
1651,VNK296GP,2021-12-29,09:08,89.0,80,RUTA 9,R03,ERROR,9.0,5.0
1653,CD05601,2020-11-21,19:10,135.0,60,AV SIEMPRE VIVA,R02,PAGADA,75.0,72.0
1654,HK06YMX,2023-11-01,15:00,160.0,80,RUTA 9,,PAGADA,80.0,76.0
1665,GOOGLE,2021-04-08,09:08,79.0,60,RUTA 9,R03,PAGADA,19.0,16.0
1667,W326AVE,2023-02-04,10:10,127.0,60,AV SIEMPRE VIVA,,IMPAGA,67.0,64.0
1668,FVIOUHP,2022-06-03,10:11,84.0,60,AV LIBERTADOR,R01,IMPAGA,24.0,21.0
1673,GN64OTP,2023-03-24,19:11,158.0,80,RUTA 9,,IMPAGA,78.0,74.0
1680,MPX9357,2022-01-06,09:08,151.0,80,AV LIBERTADOR,R03,APELADA,71.0,67.0
1683,810TCH,2021-03-23,10:11,116.0,80,AV SIEMPRE VIVA,,APELADA,36.0,32.0
1686,FVIOUHP,2022-06-15,19:12,43.0,40,RUTA 9,R01,PAGADA,3.0,1.0
1687,589222,2023-08-05,09:09,81.0,60,RUTA 9,,ERROR,21.0,18.0
1692,HAMSTUR,2020-08-01,19:12,116.0,40,AV LIBERTADOR,R03,APELADA,76.0,74.0
1695,409,2021-04-03,09:09,93.0,60,AV LIBERTADOR,R01,ERROR,33.0,30.0
1700,M20CPR,2020-12-18,09:10,97.0,80,AV SIEMPRE VIVA,R01,ERROR,17.0,13.0
1701,9999868,2020-01-19,10:12,89.0,60,RUTA 9,R01,APELADA,29.0,26.0
1702,WU08YWC,2022-08-02,19:13,80.0,40,RUTA 9,R02,PAGADA,40.0,38.0
1707,6EVY261,2021-07-23,19:13,103.0,80,AV LIBERTADOR,,ERROR,23.0,19.0
1709,RFH373,2023-07-05,19:13,123.0,80,AV SIEMPRE VIVA,,ERROR,43.0,39.0
1713,M20CPR,2020-03-30,09:10,125.0,80,AV LIBERTADOR,,IMPAGA,45.0,41.0
1716,BP717,2020-08-03,19:14,94.0,40,AV SIEMPRE VIVA,R03,PAGADA,54.0,52.0
1717,CD05601,2023-07-02,19:14,118.0,40,RUTA 9,R02,IMPAGA,78.0,76.0
1718,409,2023-01-02,19:14,117.0,60,AV SIEMPRE VIVA,,APELADA,57.0,54.0
1720,M431ZW,2021-10-26,10:12,86.0,60,AV LIBERTADOR,R01,ERROR,26.0,23.0
1724,8B90638,2021-09-14,15:02,104.0,80,AV SIEMPRE VIVA,R02,ERROR,24.0,20.0
1726,RFH373,2020-06-13,15:03,110.0,60,AV LIBERTADOR,R02,IMPAGA,50.0,47.0
1729,HF58HXP,2020-02-14,19:15,97.0,60,RUTA 9,R01,PAGADA,37.0,34.0
1731,B81JKY,2020-06-14,09:11,92.0,40,AV SIEMPRE VIVA,R01,APELADA,52.0,50.0
1733,UM96201,2020-03-20,19:15,125.0,80,AV LIBERTADOR,R02,APELADA,45.0,41.0
1736,BP717,2021-01-23,19:15,65.0,40,AV LIBERTADOR,R03,IMPAGA,25.0,23.0
1748,BP717,2023-04-25,10:13,139.0,80,AV SIEMPRE VIVA,R03,IMPAGA,59.0,55.0
1749,NHZ1002,2021-07-09,19:16,102.0,40,AV SIEMPRE VIVA,R01,APELADA,62.0,60.0
1751,GE1466,2020-06-06,15:03,146.0,80,AV LIBERTADOR,R02,ERROR,66.0,62.0
1752,WEFLYN,2023-04-09,15:03,145.0,80,AV LIBERTADOR,R03,ERROR,65.0,61.0
1754,6611172,2023-02-19,10:14,89.0,60,AV SIEMPRE VIVA,R02,APELADA,29.0,26.0
1760,PIW4215,2021-08-10,10:14,137.0,80,AV SIEMPRE VIVA,R03,ERROR,57.0,53.0
1761,GCP332,2020-02-08,09:12,89.0,40,AV SIEMPRE VIVA,R01,APELADA,49.0,47.0
1762,GE1466,2021-11-04,19:16,87.0,60,AV SIEMPRE VIVA,,IMPAGA,27.0,24.0
1763,GCP332,2020-11-06,10:15,110.0,40,RUTA 9,R02,ERROR,70.0,68.0
1765,BHRP770,2021-04-19,15:04,104.0,80,RUTA 9,,ERROR,24.0,20.0
1766,GN64OTP,2022-06-28,15:04,123.0,60,AV LIBERTADOR,R01,PAGADA,63.0,60.0
1767,AWS167,2022-10-30,10:15,128.0,80,AV LIBERTADOR,R02,APELADA,48.0,44.0
1770,VTIIAHV,2020-08-04,09:12,143.0,80,RUTA 9,R03,APELADA,63.0,59.0
1771,OUTSTDN,2020-12-22,19:16,67.0,40,AV LIBERTADOR,,PAGADA,27.0,25.0
1778,MVU4688,2020-09-07,19:17,84.0,60,AV SIEMPRE VIVA,,IMPAGA,24.0,21.0
1779,J1S1,2023-05-21,10:15,112.0,40,AV SIEMPRE VIVA,R01,ERROR,72.0,70.0
1783,9999868,2021-07-27,19:17,91.0,80,AV LIBERTADOR,,PAGADA,11.0,7.0
1788,831MDB,2020-03-22,10:16,105.0,80,AV SIEMPRE VIVA,R03,ERROR,25.0,21.0
1789,RFH373,2023-09-26,10:17,153.0,80,AV SIEMPRE VIVA,,APELADA,73.0,69.0
1790,CT5B876,2023-03-24,15:05,59.0,40,AV LIBERTADOR,R03,PAGADA,19.0,17.0
1792,CT5B876,2021-07-09,15:05,132.0,60,AV LIBERTADOR,,IMPAGA,72.0,69.0
1801,AWS167,2022-12-07,15:05,61.0,40,AV SIEMPRE VIVA,R03,ERROR,21.0,19.0
1803,GN64OTP,2023-05-06,10:17,49.0,40,RUTA 9,,PAGADA,9.0,7.0
1804,MVU4688,2023-03-21,09:13,97.0,80,AV SIEMPRE VIVA,R01,ERROR,17.0,13.0
1805,WEFLYN,2022-07-22,15:06,46.0,40,AV SIEMPRE VIVA,,ERROR,6.0,4.0
1812,MX60NZA,2020-08-25,15:06,83.0,60,AV LIBERTADOR,R02,APELADA,23.0,20.0
1814,GLEN1E,2020-09-02,09:13,118.0,80,AV SIEMPRE VIVA,R01,ERROR,38.0,34.0
1820,MX60NZA,2023-12-29,15:07,134.0,60,RUTA 9,,PAGADA,74.0,71.0
1828,810TCH,2023-03-25,09:14,160.0,80,AV LIBERTADOR,R01,IMPAGA,80.0,76.0
1831,OUTSTDN,2020-10-30,15:07,137.0,60,RUTA 9,R02,ERROR,77.0,74.0
1832,J1S1,2022-05-31,09:14,48.0,40,RUTA 9,R02,APELADA,8.0,6.0
1841,DK414N,2021-04-01,09:15,124.0,60,AV SIEMPRE VIVA,,IMPAGA,64.0,61.0
1842,831MDB,2020-09-22,09:15,98.0,40,AV LIBERTADOR,,ERROR,58.0,56.0
1847,BHRP770,2021-07-04,09:16,67.0,40,RUTA 9,R03,APELADA,27.0,25.0
1848,DK414N,2020-05-28,09:16,81.0,40,AV SIEMPRE VIVA,R01,PAGADA,41.0,39.0
1851,HAMSTUR,2021-11-13,19:19,95.0,40,AV LIBERTADOR,R01,ERROR,55.0,53.0
1852,810TCH,2022-06-02,09:16,70.0,40,AV LIBERTADOR,,APELADA,30.0,28.0
1854,YLO8WUE,2020-02-01,10:19,98.0,80,AV LIBERTADOR,R02,IMPAGA,18.0,14.0
1861,CD05601,2022-05-18,15:07,120.0,60,RUTA 9,R03,IMPAGA,60.0,57.0
1866,GLEN1E,2020-02-03,15:07,122.0,60,RUTA 9,,IMPAGA,62.0,59.0
1872,GCP332,2021-02-28,15:08,96.0,40,RUTA 9,R03,ERROR,56.0,54.0
1880,UW3932,2020-09-04,15:08,96.0,40,AV LIBERTADOR,R01,ERROR,56.0,54.0
1892,WU341A,2023-04-15,19:20,109.0,80,AV LIBERTADOR,R01,IMPAGA,29.0,25.0
1910,HAMSTUR,2020-09-16,19:21,111.0,40,AV LIBERTADOR,R03,APELADA,71.0,69.0
1915,MVU4688,2022-06-01,15:10,79.0,60,AV SIEMPRE VIVA,R02,APELADA,19.0,16.0
1918,831MDB,2022-05-28,19:21,104.0,80,AV LIBERTADOR,,IMPAGA,24.0,20.0
1920,GN64OTP,2022-06-18,15:10,99.0,80,AV SIEMPRE VIVA,R02,IMPAGA,19.0,15.0
1927,M20CPR,2020-07-28,09:20,155.0,80,AV LIBERTADOR,,IMPAGA,75.0,71.0
1934,WU08YWC,2022-06-01,15:10,159.0,80,AV LIBERTADOR,R02,ERROR,79.0,75.0
1936,GOOGLE,2021-08-20,09:20,129.0,80,AV LIBERTADOR,R02,IMPAGA,49.0,45.0
1939,BB8986,2023-01-23,19:21,101.0,60,RUTA 9,,ERROR,41.0,38.0
1947,RFH373,2023-05-21,19:22,74.0,60,AV SIEMPRE VIVA,R03,IMPAGA,14.0,11.0
1951,41RSTZ,2020-12-14,19:22,116.0,40,RUTA 9,R01,ERROR,76.0,74.0
1954,AWS167,2022-03-09,15:11,150.0,80,RUTA 9,R03,ERROR,70.0,66.0
1955,0695DVH,2021-12-05,19:23,139.0,60,AV LIBERTADOR,R01,PAGADA,79.0,76.0
1970,VY90540,2022-02-13,09:21,116.0,60,RUTA 9,R02,PAGADA,56.0,53.0
1979,HAMSTUR,2021-01-23,10:23,107.0,40,RUTA 9,R02,APELADA,67.0,65.0
1981,GN64OTP,2021-05-03,10:23,107.0,40,AV LIBERTADOR,R01,PAGADA,67.0,65.0
1989,W326AVE,2022-10-12,15:12,109.0,40,AV LIBERTADOR,R03,APELADA,69.0,67.0
1999,XIIUME,2021-01-01,10:24,131.0,80,AV LIBERTADOR,R02,ERROR,51.0,47.0
2000,CT5B876,2021-06-20,19:25,86.0,40,RUTA 9,R01,APELADA,46.0,44.0
2002,HF3461,2021-10-04,10:24,100.0,80,RUTA 9,R01,APELADA,20.0,16.0
2005,810TCH,2021-08-18,09:22,64.0,40,AV SIEMPRE VIVA,R01,APELADA,24.0,22.0
2008,W326AVE,2022-09-19,15:13,93.0,60,AV LIBERTADOR,R02,APELADA,33.0,30.0
2011,990XYK,2020-07-18,09:22,118.0,80,RUTA 9,R03,IMPAGA,38.0,34.0
2012,NHZ1002,2021-05-05,19:26,128.0,80,RUTA 9,R01,IMPAGA,48.0,44.0
2014,AWS167,2021-03-15,15:13,159.0,80,AV LIBERTADOR,R01,IMPAGA,79.0,75.0
2019,UM96201,2023-06-23,09:22,112.0,40,AV SIEMPRE VIVA,R02,APELADA,72.0,70.0
2020,9999868,2023-12-16,19:27,89.0,40,AV LIBERTADOR,,ERROR,49.0,47.0
2036,3646HBH,2020-10-19,09:23,86.0,40,RUTA 9,R01,ERROR,46.0,44.0
2042,XIIUME,2022-09-11,09:23,81.0,60,AV LIBERTADOR,R01,PAGADA,21.0,18.0
2050,0695DVH,2023-05-07,15:14,116.0,60,AV LIBERTADOR,R01,IMPAGA,56.0,53.0
2052,409,2022-10-05,10:25,108.0,60,AV SIEMPRE VIVA,R01,ERROR,48.0,45.0
2060,VNK296GP,2023-10-26,19:29,149.0,80,RUTA 9,R02,PAGADA,69.0,65.0
2061,41RSTZ,2022-06-10,10:25,44.0,40,RUTA 9,,ERROR,4.0,2.0
2065,PIW4215,2020-07-31,09:25,85.0,60,AV LIBERTADOR,R01,PAGADA,25.0,22.0
2074,GN64OTP,2020-05-13,19:29,95.0,80,RUTA 9,R02,ERROR,15.0,11.0
2078,NHZ1002,2021-01-06,19:30,111.0,60,AV SIEMPRE VIVA,R01,IMPAGA,51.0,48.0
2082,VY90540,2022-06-01,09:25,58.0,40,AV SIEMPRE VIVA,R02,ERROR,18.0,16.0
2088,B81JKY,2020-07-02,15:15,107.0,80,AV LIBERTADOR,R01,PAGADA,27.0,23.0
2091,41RSTZ,2021-01-03,19:30,85.0,80,AV LIBERTADOR,R03,APELADA,5.0,1.0
2093,CBMUK,2022-12-31,09:26,87.0,80,AV LIBERTADOR,R01,ERROR,7.0,3.0
2102,810TCH,2023-12-25,15:16,60.0,40,AV LIBERTADOR,R01,PAGADA,20.0,18.0
2107,BB8986,2021-09-29,10:27,91.0,80,RUTA 9,R02,APELADA,11.0,7.0
2108,RFH373,2022-04-14,10:27,100.0,60,RUTA 9,R01,ERROR,40.0,37.0
2114,CBMUK,2021-08-06,10:27,111.0,80,AV LIBERTADOR,,PAGADA,31.0,27.0
2120,2999961,2022-08-03,09:27,139.0,60,RUTA 9,R02,APELADA,79.0,76.0
